Serial No,Comment,Label
442,Best channel best channel 👍 plz,Bot Comment
443,New song release toure pakka 🔥,Non Cyber Crime
444,Account verify touro haibasi suspicious ni fake 🔥,Cyber Crime
445,Cyber police da complaint tou-u #StaySafe,Cyber Crime
446,Festival preparation touri cash galat 😳 😳,Non Cyber Crime
447,UPI payment receive toude sab #Manipur 😤 bhai,Cyber Crime
448,Best channel best channel shopkeeper,Bot Comment
449,Important update friends merchant ⚠️ lol,Bot Comment
450,GPay issue solve tougani inbox now investigation pakka bhai,Scam Promotion
451,Transaction successful haiba asi thajaba ngamde complaint bro,Cyber Crime
452,Transaction successful haiba asi thajaba ngamde shopkeeper,Cyber Crime
453,Fast approval guaranteed merchant,Scam Promotion
454,Exam result karino upload tougani arrest #ScamAlert 💸 😂,Non Cyber Crime
455,UPI payment receive toude galat #StaySafe ⚠️,Cyber Crime
456,Cricket match gi score karino merchant #GPayScam bhai,Non Cyber Crime
457,100% true information driver asap,Bot Comment
458,Link ama click touba matamda careful oiganu sahi 🚨 😂,Cyber Crime
459,Exam result karino upload tougani 💸 😳,Non Cyber Crime
460,Numit asi yamna chaoba oirammi phishing bro,Non Cyber Crime
461,Election discussion asi yamna chatli alert 😳 bhai,Non Cyber Crime
462,Transaction successful haiba asi thajaba ngamde #GPayScam,Cyber Crime
463,Election discussion asi yamna chatli online lol,Non Cyber Crime
464,Cricket match gi score karino security fake #StaySafe bro,Non Cyber Crime
465,Eigi ima na chak charaga leiri merchant dekho #FraudAlert 💸 😂,Non Cyber Crime
466,Nice video bro thanks thanks lol,Bot Comment
467,Cyber police da complaint tou-u alert lol,Cyber Crime
468,Weather houjik yamna nungshitri transaction #Manipur 😂,Non Cyber Crime
469,Instant cashback ₹10000 available verify #Churachandpur,Scam Promotion
470,Police investigation asi continue touri phishing plz,Cyber Crime
471,Music video asi phajare sahi 😳,Non Cyber Crime
472,Easy money work from home 🚨 plz,Scam Promotion
473,Ningol Chakouba matamda leiringei bank #Manipur,Non Cyber Crime
474,Amazing news amazing news paisa 😳 😂,Bot Comment
475,Watch till end friends link,Bot Comment
476,Travel photo asi yamna phajabani hack bhai,Non Cyber Crime
477,Cyber police da complaint tou-u 💸 lol,Cyber Crime
478,Ningol Chakouba matamda leiringei asap,Non Cyber Crime
479,DM touro ₹5000 daily income piba ngamgani GPay 😂,Scam Promotion
480,Football match asi yamna phajabani log 😤 asap,Non Cyber Crime
481,School gi project complete toure #FraudAlert 😳,Non Cyber Crime
482,Leikol da function ama leiri 😢 asap,Non Cyber Crime
483,Best channel best channel alert #News 😳,Bot Comment
484,DM touro ₹5000 daily income piba ngamgani support 💸,Scam Promotion
485,Official support number contact touro ⚠️,Scam Promotion
486,Verify account now nattraga block oigani plz,Scam Promotion
487,Account verify touro haibasi suspicious ni 😢 bhai,Cyber Crime
488,Travel photo asi yamna phajabani #Manipur 🙏 😳,Non Cyber Crime
489,UPI payment receive toude digital galat asap,Cyber Crime
490,Madu fraud oirammi hairi 😱 🔥,Cyber Crime
491,GPay issue solve tougani inbox now customer 😤,Scam Promotion
492,Football match asi yamna phajabani #StaySafe 😂,Non Cyber Crime
493,Cricket match gi score karino #Manipur 💰 plz,Non Cyber Crime
494,Festival preparation touri UPI 🔥,Non Cyber Crime
495,Very useful useful useful 🔥🔥🔥 cyber ⚠️ 🔥,Bot Comment
496,Screenshot asi fake oirammi phishing kya #Churachandpur 😨 😳,Cyber Crime
497,Exam result karino upload tougani 🙏 bhai,Non Cyber Crime
498,Movie asi eina nungairi #UPI asap,Non Cyber Crime
499,Receipt ubu ngamde aduga cash piri 😱 asap,Cyber Crime
500,Very useful useful useful 🔥🔥🔥 sahi #ScamAlert,Bot Comment
501,Weather houjik yamna nungshitri 😨 plz,Non Cyber Crime
502,Fast approval guaranteed abhi #CyberCrime 😳,Scam Promotion
503,New song release toure shopkeeper dekho #Churachandpur 🚨,Non Cyber Crime
504,Amazing news amazing news lol,Bot Comment
505,Fast approval guaranteed investigation yamna,Scam Promotion
506,Customer support WhatsApp touro 🤔 bhai,Scam Promotion
507,Eigi ima na chak charaga leiri investigation ⚠️ 😳,Non Cyber Crime
508,Ei nattraga eigi family gi maphamda masi thoklammi #StaySafe 😡,Cyber Crime
509,Very useful useful useful 🔥🔥🔥 app 😱 😂,Bot Comment
510,Easy money work from home 😳,Scam Promotion
511,Cricket match gi score karino GPay 😂 yamna,Non Cyber Crime
512,Election discussion asi yamna chatli 🙏,Non Cyber Crime
513,Important update friends customer 😳,Bot Comment
514,Numit asi yamna chaoba oirammi money 😳,Non Cyber Crime
515,Masi fake GPay scam asi yamna khudongchabani #GPayScam 😳 lol,Cyber Crime
516,Receipt ubu ngamde aduga cash piri #News lol,Cyber Crime
517,DM touro ₹5000 daily income piba ngamgani complaint dekho asap,Scam Promotion
518,Festival preparation touri police #CyberCrime 📢,Non Cyber Crime
519,Screenshot asi fake oirammi alert asap,Cyber Crime
520,Election discussion asi yamna chatli 😂,Non Cyber Crime
521,Election discussion asi yamna chatli #StaySafe plz,Non Cyber Crime
522,Football match asi yamna phajabani support log #UPI 😂,Non Cyber Crime
523,Election discussion asi yamna chatli complaint asap,Non Cyber Crime
524,Travel photo asi yamna phajabani digital 😂 bhai,Non Cyber Crime
525,Link click touro reward phanggani hack lol,Scam Promotion
526,Good information everyone watch GPay 😳 🔥,Bot Comment
527,Transaction successful haiba asi thajaba ngamde,Cyber Crime
528,Link ama click touba matamda careful oiganu security asap,Cyber Crime
529,Amazing news amazing news video bahut 😳 bhai,Bot Comment
530,OTP piro nattraga account loukhatkani support lol,Cyber Crime
531,OTP piro nattraga account loukhatkani account,Cyber Crime
532,UPI payment receive toude receipt asap,Cyber Crime
533,OTP piro nattraga account loukhatkani support #News 👍 😳,Cyber Crime
534,Customer support WhatsApp touro 😂,Scam Promotion
535,Election discussion asi yamna chatli 😱 bro,Non Cyber Crime
536,Eigi ima na chak charaga leiri cyber #DigitalFraud 😡,Non Cyber Crime
537,Fake confirmation screen asi yamna dangerous ni 🚨 😳,Cyber Crime
538,Travel photo asi yamna phajabani alert fake,Non Cyber Crime
539,Link ama click touba matamda careful oiganu customer kya 😳,Cyber Crime
540,UPI payment receive toude arrest 🔥,Cyber Crime
541,Fake confirmation screen asi yamna dangerous ni transaction #News 🔥 😳,Cyber Crime
542,Masi fake GPay scam asi yamna khudongchabani account #DigitalFraud 🚨 😂,Cyber Crime
543,Football match asi yamna phajabani video plz,Non Cyber Crime
544,Shopkeeper singna careful oigadabani driver 💰 yamna,Cyber Crime
545,Movie asi eina nungairi bahut #News bro,Non Cyber Crime
546,Numit asi yamna chaoba oirammi update 🙏 😂,Non Cyber Crime
547,Fake confirmation screen asi yamna dangerous ni bhai,Cyber Crime
548,New song release toure news 🚨 yamna,Non Cyber Crime
549,Eigi ima na chak charaga leiri merchant #GPayScam 😢 yamna,Non Cyber Crime
550,Music video asi phajare report lol,Non Cyber Crime
551,Verify account now nattraga block oigani fraud #UPI,Scam Promotion
552,Instant cashback ₹10000 available update bhai #FraudAlert lol,Scam Promotion
553,Very useful useful useful 🔥🔥🔥 plz,Bot Comment
554,School gi project complete toure 😨,Non Cyber Crime
555,Fake confirmation screen asi yamna dangerous ni #GPayScam ⚠️ 🔥,Cyber Crime
556,Nice video bro thanks thanks alert 🤔 bro,Bot Comment
557,Travel photo asi yamna phajabani sab #StaySafe 😡,Non Cyber Crime
558,Masi fake GPay scam asi yamna khudongchabani digital 😳,Cyber Crime
559,Masi fake GPay scam asi yamna khudongchabani kya 😤 🔥,Cyber Crime
560,School gi project complete toure GPay plz,Non Cyber Crime
561,Madu fraud oirammi hairi shopkeeper #Churachandpur 💸 🔥,Cyber Crime
562,Link ama click touba matamda careful oiganu #FraudAlert 😢 yamna,Cyber Crime
563,Screenshot asi fake oirammi #DigitalFraud 💰 asap,Cyber Crime
564,Ei bank app da check toure payment leitre news plz,Cyber Crime
565,Account verify touro haibasi suspicious ni kya 🤔 🔥,Cyber Crime
566,Receipt ubu ngamde aduga cash piri 🔥,Cyber Crime
567,Football match asi yamna phajabani driver bhai,Non Cyber Crime
568,Numit asi yamna chaoba oirammi yamna,Non Cyber Crime
569,Travel photo asi yamna phajabani account 😤 bhai,Non Cyber Crime
570,Nice video bro thanks thanks GPay #CyberCrime plz,Bot Comment
571,Screenshot asi fake oirammi kya 😤,Cyber Crime
572,New song release toure account #StaySafe 😳,Non Cyber Crime
573,New song release toure 😨 asap,Non Cyber Crime
574,Useful useful useful useful 😂,Bot Comment
575,Numit asi yamna chaoba oirammi #Manipur 😂 🔥,Non Cyber Crime
576,Great content great content police 😳,Bot Comment
577,Music video asi phajare link galat 😨 🔥,Non Cyber Crime
578,GPay issue solve tougani inbox now 😂 bro,Scam Promotion
579,Fast approval guaranteed account #Churachandpur 😳,Scam Promotion
580,Transaction successful haiba asi thajaba ngamde kya,Cyber Crime
581,Election discussion asi yamna chatli 👍 😳,Non Cyber Crime
582,Ei bank app da check toure payment leitre 😢 yamna,Cyber Crime
583,Watch till end friends #CyberCrime yamna,Bot Comment
584,Ei nattraga eigi family gi maphamda masi thoklammi #FraudAlert bhai,Cyber Crime
585,Screenshot asi fake oirammi driver #Manipur 😤 😂,Cyber Crime
586,Link ama click touba matamda careful oiganu link,Cyber Crime
587,Exam result karino upload tougani #CyberCrime bro,Non Cyber Crime
588,100% true information #Manipur 🔥 🔥,Bot Comment
589,Receipt ubu ngamde aduga cash piri kya bhai,Cyber Crime
590,GPay issue solve tougani inbox now transaction 😂 lol,Scam Promotion
591,School gi project complete toure security 😨,Non Cyber Crime
592,Eigi ima na chak charaga leiri hack 🙏 plz,Non Cyber Crime
593,OTP piro nattraga account loukhatkani video 😳,Cyber Crime
594,Account verify touro haibasi suspicious ni merchant asap,Cyber Crime
595,Numit asi yamna chaoba oirammi report 👍 😂,Non Cyber Crime
596,Receipt ubu ngamde aduga cash piri #FraudAlert bhai,Cyber Crime
597,GPay issue solve tougani inbox now fraud galat,Scam Promotion
598,Election discussion asi yamna chatli driver 🔥 bhai,Non Cyber Crime
599,UPI payment receive toude hack bro,Cyber Crime
600,Numit asi yamna chaoba oirammi #Churachandpur 🚨 asap,Non Cyber Crime
601,Fake confirmation screen asi yamna dangerous ni OTP,Cyber Crime
602,Amazing news amazing news 😂 🔥,Bot Comment
603,Election discussion asi yamna chatli lol,Non Cyber Crime
604,Travel photo asi yamna phajabani bhai 😂 asap,Non Cyber Crime
605,Receipt ubu ngamde aduga cash piri video 👍 lol,Cyber Crime
606,Instant cashback ₹10000 available video yamna,Scam Promotion
607,Police investigation asi continue touri paisa #CyberCrime asap,Cyber Crime
608,Weather houjik yamna nungshitri receipt zaroor lol,Non Cyber Crime
609,Good information everyone watch UPI #FraudAlert 😱 😂,Bot Comment
610,Ei bank app da check toure payment leitre app,Cyber Crime
611,Ningol Chakouba matamda leiringei news plz,Non Cyber Crime
612,Important update friends arrest 🔥,Bot Comment
613,Travel photo asi yamna phajabani transaction #FraudAlert 📢 bro,Non Cyber Crime
614,Verify account now nattraga block oigani #UPI bhai,Scam Promotion
615,Very useful useful useful 🔥🔥🔥 #ScamAlert 😂,Bot Comment
616,Fake confirmation screen asi yamna dangerous ni phishing,Cyber Crime
617,Cricket match gi score karino 😤 bro,Non Cyber Crime
618,Ningol Chakouba matamda leiringei arrest 🚨 asap,Non Cyber Crime
619,Best channel best channel scam abhi 🔥 bhai,Bot Comment
620,100% true information fake 📢 bro,Bot Comment
621,Cricket match gi score karino 📢,Non Cyber Crime
622,Football match asi yamna phajabani 👍 😂,Non Cyber Crime
623,Important update friends,Bot Comment
624,GPay issue solve tougani inbox now hack yamna,Scam Promotion
625,Leikol da function ama leiri 😢 lol,Non Cyber Crime
626,Cyber police da complaint tou-u sab 💰,Cyber Crime
627,Ningol Chakouba matamda leiringei 🤔 😳,Non Cyber Crime
628,School gi project complete toure arrest 😡 asap,Non Cyber Crime
629,Police investigation asi continue touri investigation jaldi,Cyber Crime
630,Instant cashback ₹10000 available 😂,Scam Promotion
631,Numit asi yamna chaoba oirammi security 😱 bro,Non Cyber Crime
632,OTP piro nattraga account loukhatkani payment 💸 😂,Cyber Crime
633,Easy money work from home bhai,Scam Promotion
634,DM touro ₹5000 daily income piba ngamgani paisa ⚠️ 🔥,Scam Promotion
635,Masi fake GPay scam asi yamna khudongchabani app #DigitalFraud,Cyber Crime
636,100% true information 📢 bro,Bot Comment
637,School gi project complete toure log 🤔 bro,Non Cyber Crime
638,UPI payment receive toude warning 🔥,Cyber Crime
639,Police investigation asi continue touri digital yamna,Cyber Crime
640,School gi project complete toure cash,Non Cyber Crime
641,Account verify touro haibasi suspicious ni money bhai 😳,Cyber Crime
642,Football match asi yamna phajabani update bhaiya 😱,Non Cyber Crime
643,Festival preparation touri bhai #FraudAlert plz,Non Cyber Crime
644,Shopkeeper singna careful oigadabani GPay paisa 🙏 bro,Cyber Crime
645,Eigi ima na chak charaga leiri receipt #Manipur plz,Non Cyber Crime
646,100% true information merchant lol,Bot Comment
647,Leikol da function ama leiri online #CyberCrime 😳,Non Cyber Crime
648,Music video asi phajare driver sahi 😱 yamna,Non Cyber Crime
649,Weather houjik yamna nungshitri 👍 🔥,Non Cyber Crime
650,Easy money work from home merchant bhai,Scam Promotion
651,Good information everyone watch 🚨 bhai,Bot Comment
652,Police investigation asi continue touri OTP #Manipur 😂 yamna,Cyber Crime
653,Police investigation asi continue touri #FraudAlert yamna,Cyber Crime
654,Cyber police da complaint tou-u transaction lol,Cyber Crime
655,Leikol da function ama leiri alert sahi lol,Non Cyber Crime
656,Nice video bro thanks thanks 🔥,Bot Comment
657,Instant cashback ₹10000 available fake 😂,Scam Promotion
658,Eigi ima na chak charaga leiri 💸 😂,Non Cyber Crime
659,Election discussion asi yamna chatli phishing pakka plz,Non Cyber Crime
660,Madu fraud oirammi hairi #DigitalFraud 😂 asap,Cyber Crime
661,Police investigation asi continue touri fake #Manipur 😤 yamna,Cyber Crime
662,Limited offer hurry hurry payment 💸 😳,Scam Promotion
663,Exam result karino upload tougani 😂 lol,Non Cyber Crime
664,Movie asi eina nungairi log 📢 bhai,Non Cyber Crime
665,Election discussion asi yamna chatli transaction #ScamAlert 😳,Non Cyber Crime
666,Cyber police da complaint tou-u cash sab #News 😤 😳,Cyber Crime
667,Fake confirmation screen asi yamna dangerous ni scam log 💰 asap,Cyber Crime
668,Transaction successful haiba asi thajaba ngamde plz,Cyber Crime
669,Travel photo asi yamna phajabani fake 😳,Non Cyber Crime
670,Useful useful useful useful #ScamAlert bro,Bot Comment
671,DM touro ₹5000 daily income piba ngamgani #ScamAlert lol,Scam Promotion
672,Ei bank app da check toure payment leitre #UPI 😂,Cyber Crime
673,UPI payment receive toude alert,Cyber Crime
674,Ei bank app da check toure payment leitre fraud asap,Cyber Crime
675,Link click touro reward phanggani police bhai,Scam Promotion
676,Link ama click touba matamda careful oiganu phishing zaroor 📢,Cyber Crime
677,New song release toure bhai,Non Cyber Crime
678,Ei nattraga eigi family gi maphamda masi thoklammi 😳,Cyber Crime
679,Ei bank app da check toure payment leitre abhi 😂,Cyber Crime
680,Fast approval guaranteed bahut #GPayScam,Scam Promotion
681,Best channel best channel 📢 yamna,Bot Comment
682,Movie asi eina nungairi ⚠️ yamna,Non Cyber Crime
683,Movie asi eina nungairi 💰 plz,Non Cyber Crime
684,School gi project complete toure fake 😂,Non Cyber Crime
685,Numit asi yamna chaoba oirammi update 🙏 lol,Non Cyber Crime
